Age,EducationLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHome,TrainingTimesLastYear,MonthlyIncome,Attrition,Gender_Male,Department_Finance,Department_HR,Department_IT,Department_Marketing,Department_Operations,Department_Sales,JobRole_Business Development Executive,JobRole_Data Analyst,JobRole_Data Scientist,JobRole_Digital Marketing Manager,JobRole_Finance Manager,JobRole_Financial Analyst,JobRole_HR Executive,JobRole_Marketing Executive,JobRole_Operations Executive,JobRole_Operations Manager,JobRole_Recruiter,JobRole_SEO Specialist,JobRole_Sales Executive,JobRole_Sales Manager,JobRole_Software Engineer,JobRole_Support Executive,JobRole_System Administrator
59,4,5.0,5.0,5.0,3.0,3,3.0,1,25,3.0,78036.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4,22.0,1.0,1.0,3.0,3,5.0,0,8,3.0,216006.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,5,0.0,0.0,0.0,2.0,4,5.0,0,1,1.0,55441.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,2,15.0,0.0,0.0,5.0,2,3.0,0,7,0.0,114289.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2,0.0,0.0,0.0,3.0,3,3.0,0,7,9.0,28254.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,3,0.0,0.0,0.0,5.0,1,4.0,0,8,6.0,42738.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,2.0,1.0,1.0,4.0,4,4.0,0,19,10.0,43826.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,2,1.0,0.0,0.0,4.0,2,2.0,0,17,9.0,34565.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,2,6.0,1.0,1.0,5.0,2,4.0,0,11,2.0,65950.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,3,8.0,7.0,6.0,4.0,3,3.0,0,11,3.0,90289.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,3,3.0,1.0,1.0,3.0,4,3.0,0,38,10.0,51939.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,2,11.0,9.0,7.0,3.0,3,3.0,0,2,8.0,87289.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,2,4.0,1.0,0.0,5.0,2,3.0,1,4,5.0,50036.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,3,2.0,1.0,0.0,3.0,1,5.0,0,28,0.0,63329.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,3,10.0,8.0,7.5,3.0,4,3.0,0,33,8.0,101932.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,24.0,17.5,6.0,1.5,4,5.0,0,11,8.0,168980.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,3,29.0,7.0,0.0,5.0,4,2.0,0,3,4.0,219209.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,1,3.0,3.0,1.0,1.5,3,4.0,0,40,7.0,41769.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,2,4.0,2.0,1.0,4.0,4,4.0,0,5,6.0,58722.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59,3,0.0,0.0,0.0,3.0,3,4.0,0,21,10.0,42710.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,3,0.0,0.0,0.0,3.0,3,4.0,1,22,7.0,38767.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,2,0.0,0.0,0.0,4.0,3,3.0,0,37,8.0,32108.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,3,27.0,2.0,2.0,1.5,3,5.0,1,11,1.0,219653.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,3,14.0,11.0,2.0,4.0,4,4.0,1,22,9.0,134047.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,0.0,0.0,0.0,4.0,3,2.0,0,13,4.0,31606.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,3,0.0,0.0,0.0,5.0,3,4.0,1,3,7.0,38256.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48,3,17.0,16.0,7.5,2.0,2,3.0,0,13,2.0,146977.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,2,11.0,3.0,2.0,5.0,1,3.0,1,28,10.0,92151.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1,12.0,0.0,0.0,4.0,3,5.0,1,11,10.0,82749.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
52,2,8.0,2.0,2.0,5.0,2,3.0,0,11,5.0,71308.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,2,1.0,0.0,0.0,3.0,2,4.0,0,21,5.0,42816.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,0.0,0.0,0.0,3.0,3,3.0,0,21,6.0,42613.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,2,4.0,4.0,4.0,5.0,3,1.5,0,7,10.0,48750.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,2,0.0,0.0,0.0,5.0,4,3.0,0,17,2.0,36057.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1,12.0,11.0,5.0,3.0,3,2.0,0,14,7.0,82292.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,15.0,4.0,0.0,3.0,4,4.0,0,33,5.0,76615.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,2,2.0,2.0,0.0,3.0,4,3.0,0,11,8.0,46136.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,3,21.0,17.5,7.5,3.0,4,3.0,0,13,7.0,173408.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,2.0,2.0,0.0,3.0,3,2.0,1,1,2.0,28195.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,3,6.0,4.0,1.0,3.0,3,3.0,0,34,5.0,75314.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,4,9.0,3.0,2.0,5.0,4,4.0,0,9,8.0,117466.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,2,28.0,7.0,6.0,1.5,2,2.0,0,13,0.0,176274.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,2,2.0,2.0,1.0,4.0,2,4.0,0,37,2.0,45509.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,1,3.0,3.0,2.0,2.0,3,5.0,0,30,1.0,41838.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,3,14.0,7.0,4.0,3.0,1,4.0,0,37,7.0,131961.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,3,3.0,1.0,0.0,1.5,4,4.0,0,7,5.0,59410.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2,9.0,4.0,2.0,3.0,3,2.0,1,14,9.0,76675.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,2,8.0,3.0,0.0,4.0,3,3.0,1,6,10.0,72256.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,4,10.0,3.0,0.0,5.0,3,5.0,0,34,10.0,126562.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,2,15.0,11.0,7.5,2.0,3,4.0,0,16,7.0,120834.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,1,1.0,1.0,1.0,3.0,1,4.0,1,37,1.0,39372.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,0.0,0.0,0.0,3.0,3,4.0,1,36,10.0,52542.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,3,2.0,2.0,1.0,5.0,3,3.0,1,6,5.0,50673.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,4,1.0,0.0,0.0,4.0,3,1.5,0,8,6.0,44610.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,3,1.0,0.0,0.0,3.0,4,4.0,0,24,7.0,44469.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,4,1.0,0.0,0.0,4.0,2,4.0,0,3,8.0,58643.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,2,30.0,3.0,3.0,5.0,2,3.0,1,4,4.0,197573.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,3,7.0,3.0,3.0,1.5,2,5.0,0,32,10.0,85601.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,4,2.0,0.0,0.0,3.0,3,3.0,1,1,2.0,54166.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,3,1.0,0.0,0.0,5.0,4,3.0,1,34,1.0,46916.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,2,13.0,9.0,7.5,4.0,4,5.0,0,9,7.0,107010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,2,15.0,5.0,3.0,3.0,3,4.0,0,12,0.0,119230.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,2,0.0,0.0,0.0,3.0,3,3.0,1,10,9.0,36203.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,2,4.0,1.0,1.0,3.0,3,2.0,1,10,5.0,51988.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,2.0,0.0,0.0,3.0,2,3.0,1,23,1.0,40143.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3,25.0,6.0,6.0,4.0,2,4.0,0,6,2.0,202765.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3,17.0,16.0,7.0,3.0,4,3.0,1,24,7.0,144537.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,2,8.0,4.0,2.0,4.0,3,4.0,1,24,0.0,82548.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3,34.5,1.0,1.0,5.0,4,5.0,1,21,5.0,227479.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,1,0.0,0.0,0.0,2.0,3,4.0,0,31,2.0,25255.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,1,6.0,1.0,1.0,3.0,3,3.0,0,30,5.0,52110.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,2,20.0,12.0,7.5,3.0,2,4.0,0,34,5.0,76615.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,2,0.0,0.0,0.0,4.0,2,3.0,0,18,10.0,32432.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43,2,20.0,8.0,4.0,2.0,3,2.0,0,12,10.0,138061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,2,26.0,0.0,0.0,4.0,3,1.5,0,35,7.0,163017.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,2,9.0,3.0,0.0,5.0,2,3.0,1,7,4.0,78256.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,4,5.0,0.0,0.0,3.0,2,5.0,1,40,3.0,86434.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,3.0,0.0,0.0,5.0,1,3.0,0,25,8.0,37391.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3,3.0,3.0,2.0,5.0,3,3.0,1,6,4.0,55164.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,12.0,12.0,2.0,2.0,3,5.0,0,1,3.0,126766.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,3,0.0,0.0,0.0,2.0,1,1.5,0,16,7.0,31825.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,4,0.0,0.0,0.0,5.0,2,4.0,0,4,7.0,44970.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1,0.0,0.0,0.0,5.0,2,3.0,1,29,7.0,25953.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,2,2.0,1.0,0.0,1.5,3,1.5,0,38,3.0,36818.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4,2.0,2.0,0.0,1.5,1,5.0,0,28,0.0,68971.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2,11.0,1.0,1.0,2.0,4,2.0,1,22,1.0,89948.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,6.0,0.0,0.0,5.0,1,3.0,0,8,3.0,75603.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55,3,11.0,10.0,7.5,2.0,2,3.0,1,32,9.0,102748.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,3,1.0,1.0,0.0,3.0,4,2.0,1,33,1.0,44732.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,4,7.0,3.0,2.0,5.0,3,1.5,0,13,10.0,87720.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,5,1.0,0.0,0.0,1.5,1,2.0,1,27,9.0,48401.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,3,4.0,4.0,3.0,4.0,4,2.0,1,18,2.0,54217.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2,8.0,3.0,0.0,3.0,3,4.0,1,18,8.0,76552.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,4,20.0,15.0,2.0,5.0,4,3.0,0,13,8.0,187975.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
44,1,10.0,10.0,5.0,3.0,3,3.0,0,22,10.0,75276.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,2,4.0,4.0,0.0,4.0,3,3.0,1,14,8.0,56691.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,4,2.0,0.0,0.0,4.0,4,5.0,0,11,6.0,63951.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,26.0,10.0,6.0,2.0,2,5.0,1,39,3.0,177657.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,2,1.0,0.0,0.0,1.5,3,4.0,0,22,0.0,42523.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,1,23.0,17.5,0.0,3.0,3,5.0,0,36,2.0,137024.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,4,0.0,0.0,0.0,3.0,1,3.0,0,17,7.0,40551.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,29.0,17.5,7.5,5.0,1,3.0,0,32,3.0,192071.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,13.0,0.0,0.0,5.0,2,4.0,0,14,9.0,120188.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,2,27.0,17.5,7.5,3.0,3,4.0,1,29,9.0,179502.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,3,10.0,1.0,0.0,4.0,3,3.0,0,6,1.0,104635.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,3,22.0,17.5,7.5,4.0,3,3.0,1,4,7.0,174305.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,2,1.0,1.0,1.0,5.0,1,5.0,0,11,6.0,44669.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2,7.0,5.0,4.0,3.0,3,4.0,1,40,10.0,71722.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,2,0.0,0.0,0.0,3.0,4,3.0,0,10,9.0,34054.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,5,26.0,0.0,0.0,3.0,3,4.0,1,28,8.0,227479.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,2,2.0,0.0,0.0,3.0,3,3.0,1,11,5.0,76615.5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,4,1.0,1.0,0.0,3.0,4,2.0,0,35,4.0,46944.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2,6.0,6.0,3.0,3.0,4,3.0,0,15,5.0,67578.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,3,0.0,0.0,0.0,1.5,3,3.0,0,8,1.0,32936.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,3,20.0,6.0,4.0,4.0,4,1.5,0,20,1.0,154625.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,3,9.0,3.0,0.0,2.0,3,4.0,0,21,9.0,103110.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,5,4.0,1.0,0.0,2.0,4,3.0,1,1,3.0,85209.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,2,12.0,5.0,3.0,3.0,2,3.0,1,29,7.0,95340.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,4.0,0.0,0.0,2.0,2,2.0,1,24,10.0,39587.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,3,4.0,3.0,3.0,4.0,1,2.0,0,30,4.0,60468.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,3,1.0,0.0,0.0,3.0,4,5.0,1,40,8.0,50105.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,14.0,12.0,1.0,3.0,3,4.0,1,35,3.0,130203.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2,28.0,17.5,7.5,3.0,2,5.0,1,33,2.0,194200.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,2,5.0,3.0,2.0,2.0,2,5.0,1,20,9.0,69104.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,2,19.0,17.5,2.0,2.0,4,3.0,0,16,7.0,133810.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,2,17.0,1.0,1.0,5.0,4,3.0,1,9,0.0,125280.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3,24.0,17.5,6.0,3.0,3,5.0,0,31,8.0,199808.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3,1.0,1.0,0.0,3.0,3,5.0,0,17,3.0,51653.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,2,31.0,0.0,0.0,1.5,3,4.0,0,31,10.0,201776.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,1.0,1.0,0.0,3.0,3,4.0,1,23,8.0,37768.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
47,2,5.0,0.0,0.0,4.0,4,4.0,1,6,7.0,65809.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2,8.0,8.0,1.0,4.0,2,3.0,1,30,2.0,74400.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,3,2.0,1.0,0.0,4.0,3,3.0,0,7,2.0,46437.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4,0.0,0.0,0.0,2.0,3,4.0,1,40,8.0,43992.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,0.0,0.0,0.0,3.0,3,4.0,0,11,2.0,38312.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,3,18.0,4.0,0.0,5.0,3,1.5,0,34,3.0,142310.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,4,4.0,4.0,4.0,5.0,3,3.0,0,12,8.0,67393.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53,4,12.0,8.0,1.0,2.0,2,2.0,0,27,3.0,127805.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,2.0,1.0,0.0,3.0,3,3.0,0,12,10.0,41886.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,5,11.0,3.0,2.0,2.0,2,5.0,0,13,2.0,143857.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,2,0.0,0.0,0.0,3.0,2,1.5,1,8,5.0,76615.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,2,11.0,0.0,0.0,3.0,1,3.0,0,16,5.0,87981.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,1,13.0,5.0,4.0,2.0,4,3.0,0,29,0.0,87317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,2,4.0,2.0,2.0,4.0,3,4.0,0,35,9.0,54665.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,1,1.0,1.0,0.0,3.0,3,3.0,1,29,7.0,33371.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,2,21.0,17.5,7.5,2.0,3,3.0,0,31,0.0,143929.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,4.0,3.0,0.0,1.5,3,2.0,1,13,3.0,45554.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
55,4,2.0,1.0,1.0,5.0,3,3.0,1,12,5.0,62346.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,4,19.0,14.0,6.0,2.0,3,3.0,1,2,5.0,183678.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,2,4.0,0.0,0.0,4.0,3,3.0,1,33,6.0,55294.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49,4,23.0,17.0,6.0,3.0,3,5.0,0,8,10.0,222974.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,4,7.0,2.0,1.0,4.0,3,3.0,0,40,4.0,91015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,3,32.0,9.0,5.0,3.0,4,2.0,1,32,4.0,227479.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
