EmployeeID,Age,Gender,Department,JobRole,EducationLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHome,TrainingTimesLastYear,MonthlyIncome,Attrition,Comments,Temp_Code,Extra_Salary_Text
EMP1225,55,Female,Sales,Business Development Executive,MBA,5,0,0,3,2,5,Yes,40,3,86434,Yes,N/A,,Not Available
EMP1226,27,Female,IT,Data Scientist,Diploma,3,0,0,5,1,3,No,25,8,37391,No,,,Not Available
EMP1227,36,Female,IT,Data Analyst,Master's,3,3,2,5,3,3,Yes,6,4,55164,No,,B202,Not Available
EMP1228,46,Male,Marketing,SEO Specialist,Master's,12,12,2,2,3,5,No,1,3,126766,No,,,Thirty Thousand
EMP1229,22,Male,Customer Support,Support Executive,Master's,0,0,0,2,1,1,No,16,7,31825,No,N/A,999X,
EMP1230,21,Male,IT,Data Analyst,MBA,0,0,0,5,2,4,No,4,7,44970,No,Pending,,Thirty Thousand
EMP1231,32,male,Sales,Sales Manager,Diploma,0,0,0,5,2,3,Yes,29,7,25953,Yes,Check Later,,45000
EMP1232,25,Male,Finance,Accountant,Bachelor's,2,1,0,1,3,1,No,38,3,36818,No,Good,999X,Not Available
EMP1233,57,Female,Finance,Accountant,MBA,2,2,0,1,1,5,No,28,0,68971,Yes,,B202,45000
EMP1234,52,F,Marketing,Digital Marketing Manager,Bachelor's,11,1,1,2,4,2,Yes,22,1,89948,Yes,Pending,999X,Thirty Thousand
EMP1235,29,Male,Operations,Operations Manager,Master's,6,0,0,5,1,3,No,8,3,75603,No,,B202,
EMP1236,55,Female,Sales,Sales Executive,Master's,11,10,9,2,2,3,Yes,32,9,102748,Yes,,B202,Thirty Thousand
EMP1237,39,Female,Sales,Sales Executive,Master's,1,1,0,3,4,2,Yes,33,1,44732,No,Pending,999X,Thirty Thousand
EMP1238,36,M,IT,System Administrator,MBA,7,3,2,5,3,1,No,13,10,87720,No,N/A,??,
EMP1239,23,Male,Customer Support,Support Executive,PhD,1,0,0,1,1,2,Yes,27,9,48401,Yes,,??,Not Available
EMP1240,40,Female,Sales,Business Development Executive,Master's,4,4,3,4,4,2,Yes,18,2,54217,No,Good,B202,Thirty Thousand
EMP1241,44,female,HR,HR Executive,Bachelor's,8,3,0,3,3,4,Yes,18,8,76552,No,,??,
EMP1242,53,F,Operations,Operations Manager,MBA,20,15,2,5,4,3,No,13,8,187975,No,Good,A101,
EMP1243,44,Female,IT,Software Engineer,Diploma,10,10,5,3,3,3,No,22,10,75276,Yes,,999X,Thirty Thousand
EMP1244,31,Female,HR,HR Executive,Bachelor's,4,4,0,4,3,3,Yes,14,8,56691,No,,??,45000
EMP1245,28,Female,Marketing,Digital Marketing Manager,MBA,2,0,0,4,4,5,No,11,6,63951,Yes,Good,,45000
EMP1246,56,M,Finance,Financial Analyst,Bachelor's,26,10,6,2,2,5,Yes,39,3,177657,Yes,,??,Thirty Thousand
EMP25000,Unknown,Unknown,Unknown,Unknown,Bachelor's,1,0,0,1,3,4,No,22,0,42523,No,Pending,??,Thirty Thousand
EMP1248,60,Male,Finance,Finance Manager,Diploma,23,18,0,3,3,5,No,36,2,137024,No,,A101,Thirty Thousand
EMP1249,40,F,Marketing,Digital Marketing Manager,MBA,0,0,0,3,1,3,No,17,7,40551,No,Good,A101,Thirty Thousand
EMP1250,55,Female,Sales,Business Development Executive,Bachelor's,29,21,15,5,1,3,No,32,3,192071,Yes,N/A,B202,45000
EMP1251,45,Female,HR,HR Executive,Master's,13,0,0,5,2,4,No,14,9,120188,No,Pending,B202,45000
EMP1252,55,Male,Finance,Financial Analyst,Bachelor's,27,26,23,3,3,4,Yes,29,9,179502,Yes,N/A,B202,Thirty Thousand
EMP1253,45,Female,IT,System Administrator,Master's,10,1,0,4,3,3,No,6,1,104635,No,N/A,B202,45000
EMP1254,49,Female,HR,Recruiter,Master's,22,22,8,4,3,3,Yes,4,7,174305,No,,999X,Thirty Thousand
EMP1255,38,Female,IT,Data Analyst,Bachelor's,1,1,1,5,1,5,No,11,6,44669,No,Good,A101,
EMP1256,38,Male,HR,Recruiter,Bachelor's,7,5,4,3,3,4,Yes,40,10,71722,Yes,,B202,Thirty Thousand
EMP1257,22,Female,HR,Recruiter,Bachelor's,0,0,0,3,4,3,No,10,9,34054,No,Good,A101,
EMP1258,55,F,Marketing,SEO Specialist,PhD,26,0,0,3,3,4,Yes,28,8,261621,No,N/A,B202,Not Available
EMP1259,36,Male,Finance,Finance Manager,,2,0,0,,3,3,Yes,11,,,Yes,,999X,
EMP1260,56,F,Finance,Accountant,MBA,1,1,0,3,4,2,No,35,4,46944,No,,A101,Not Available
EMP1261,53,Female,Customer Support,Support Executive,Bachelor's,6,6,3,3,4,3,No,15,5,67578,No,N/A,B202,45000
EMP1262,24,M,HR,HR Executive,Master's,0,0,0,1,3,3,No,8,1,32936,No,N/A,A101,Not Available
EMP1263,53,female,Sales,Sales Manager,Master's,20,6,4,4,4,1,No,20,1,154625,No,Check Later,,45000
EMP1264,34,Female,Sales,Sales Manager,Master's,9,3,0,2,3,4,No,21,9,103110,No,Check Later,999X,Thirty Thousand
EMP1265,41,male,IT,Software Engineer,PhD,4,1,0,2,4,3,Yes,1,3,85209,No,,B202,45000
EMP1266,40,M,IT,System Administrator,Bachelor's,12,5,3,3,2,3,Yes,29,7,95340,Yes,Pending,A101,45000
EMP1267,28,Female,Marketing,SEO Specialist,Diploma,4,0,0,2,2,2,Yes,24,10,39587,Yes,Pending,A101,Thirty Thousand
EMP1268,27,Male,HR,HR Executive,Master's,4,3,3,4,1,2,No,30,4,60468,No,,??,Thirty Thousand
EMP1269,23,Female,IT,Data Scientist,Master's,1,0,0,3,4,5,Yes,40,8,50105,No,,999X,
EMP1270,37,female,IT,Data Analyst,Master's,14,12,1,3,3,4,Yes,35,3,130203,No,N/A,??,Not Available
EMP1271,53,male,Operations,Operations Manager,Bachelor's,28,24,11,3,2,5,Yes,33,2,194200,Yes,Good,,45000
EMP1272,32,female,HR,HR Executive,Bachelor's,5,3,2,2,2,5,Yes,20,9,69104,Yes,Good,B202,
EMP1273,42,Female,Marketing,Marketing Executive,Bachelor's,19,18,2,2,4,3,No,16,7,133810,No,Check Later,B202,Thirty Thousand
EMP1274,42,female,IT,Data Scientist,Bachelor's,17,1,1,5,4,3,Yes,9,0,125280,No,Pending,??,45000
EMP1275,50,Male,Marketing,Digital Marketing Manager,Master's,24,21,6,3,3,5,No,31,8,199808,Yes,Pending,B202,
EMP1276,58,Female,Finance,Financial Analyst,Master's,1,1,0,3,3,5,No,17,3,51653,Yes,Pending,,Not Available
EMP1277,58,Male,Marketing,Digital Marketing Manager,Bachelor's,31,0,0,1,3,4,No,31,10,201776,Yes,,A101,45000
EMP1278,28,Male,Sales,Sales Manager,Bachelor's,1,1,0,3,3,4,Yes,23,8,37768,No,Good,??,45000
EMP1279,47,Female,Sales,Business Development Executive,Bachelor's,5,0,0,4,4,4,Yes,6,7,65809,No,Good,??,Thirty Thousand
EMP1280,47,Female,Marketing,SEO Specialist,Bachelor's,8,8,1,4,2,3,Yes,30,2,74400,Yes,N/A,A101,Thirty Thousand
EMP1281,54,Female,Sales,Business Development Executive,Master's,2,1,0,4,3,3,No,7,2,46437,Yes,Pending,??,Thirty Thousand
EMP1282,41,Female,Finance,Accountant,MBA,0,0,0,2,3,4,Yes,40,8,43992,Yes,,??,
EMP1283,50,Female,HR,Recruiter,Bachelor's,0,0,0,3,3,4,No,11,2,38312,No,Pending,B202,Not Available
EMP1284,53,Male,Sales,Sales Manager,Master's,18,4,0,5,3,1,No,34,3,142310,Yes,Pending,A101,45000
EMP1285,48,Female,Sales,Sales Executive,MBA,4,4,4,5,3,3,No,12,8,67393,No,Check Later,A101,
EMP1286,53,Male,Marketing,Digital Marketing Manager,MBA,12,8,1,2,2,2,No,27,3,127805,Yes,Good,A101,Thirty Thousand
EMP1287,25,Male,Finance,Financial Analyst,Bachelor's,2,1,0,3,3,3,No,12,10,41886,No,,??,Thirty Thousand
EMP1288,39,Female,Customer Support,Support Executive,PhD,11,3,2,2,2,5,No,13,2,143857,No,,A101,45000
EMP1289,24,Female,Customer Support,Support Executive,,0,0,0,,2,1,Yes,8,,,Yes,Pending,,
EMP1290,55,Female,Customer Support,Support Executive,Bachelor's,11,0,0,3,1,3,No,16,5,87981,No,,B202,Not Available
EMP1291,37,Female,Customer Support,Support Executive,Diploma,13,5,4,2,4,3,No,29,0,87317,No,N/A,999X,
EMP1292,48,Female,HR,Recruiter,Bachelor's,4,2,2,4,3,4,No,35,9,54665,No,Check Later,999X,Thirty Thousand
EMP1293,50,M,Marketing,SEO Specialist,Diploma,1,1,0,3,3,3,Yes,29,7,33371,Yes,N/A,??,
EMP1294,49,Female,Marketing,Digital Marketing Manager,Bachelor's,21,21,17,2,3,3,No,31,0,143929,Yes,,,Thirty Thousand
EMP1295,26,Female,Operations,Operations Executive,Bachelor's,4,3,0,1,3,2,Yes,13,3,45554,Yes,,A101,Thirty Thousand
EMP1296,55,Male,Finance,Finance Manager,MBA,2,1,1,5,3,3,Yes,12,5,62346,No,Check Later,B202,Not Available
EMP1297,57,Male,Customer Support,Support Executive,MBA,19,14,6,2,3,3,Yes,2,5,183678,Yes,Pending,B202,Thirty Thousand
EMP1298,44,Female,HR,Recruiter,Bachelor's,4,0,0,4,3,3,Yes,33,6,55294,No,N/A,A101,
EMP1299,49,Female,Finance,Finance Manager,MBA,23,17,6,3,3,5,No,8,10,222974,No,Good,B202,
EMP1300,51,Female,Customer Support,Support Executive,MBA,7,2,1,4,3,3,No,40,4,91015,No,Pending,B202,Not Available
EMP1301,55,Female,HR,Recruiter,Master's,32,9,5,3,4,2,Yes,32,4,231269,No,,999X,45000
EMP1302,53,Female,Finance,Finance Manager,Diploma,7,0,0,1,4,4,No,38,3,58754,Yes,Good,B202,Thirty Thousand
EMP1303,41,male,Marketing,SEO Specialist,Master's,17,6,4,2,2,3,No,28,5,147942,Yes,Check Later,,Not Available
EMP1304,52,female,Marketing,Marketing Executive,MBA,19,14,2,2,2,4,No,15,6,189498,Yes,,999X,Not Available
EMP1305,43,male,IT,Software Engineer,Master's,15,0,0,3,3,3,No,23,9,135107,No,Good,,
EMP1306,53,F,Sales,Business Development Executive,,17,10,2,,3,3,No,24,,,No,N/A,A101,Not Available
EMP1307,23,Male,Customer Support,Support Executive,Bachelor's,1,0,0,3,1,4,Yes,13,0,43113,No,,,Thirty Thousand
EMP1308,38,Male,Operations,Operations Manager,Master's,11,4,2,1,4,5,No,21,8,112689,No,N/A,999X,Thirty Thousand
EMP1309,45,Male,Finance,Finance Manager,,12,6,4,,2,3,No,12,,,No,Good,,
EMP1310,51,Female,Operations,Operations Manager,,12,2,0,,4,3,No,13,,,Yes,,B202,Thirty Thousand
EMP1311,23,M,IT,Data Scientist,Bachelor's,1,0,0,5,3,3,No,39,8,41182,No,,,
EMP1312,60,Male,Sales,Sales Manager,MBA,38,28,3,4,4,5,No,23,2,329731,No,Good,??,Thirty Thousand
EMP1313,44,M,Finance,Financial Analyst,MBA,13,2,0,3,2,5,Yes,28,9,148798,Yes,N/A,A101,Not Available
EMP1314,52,Male,HR,Recruiter,Diploma,29,14,3,4,2,2,Yes,14,3,152472,No,N/A,??,
EMP1315,42,F,Customer Support,Support Executive,PhD,15,4,1,5,3,2,Yes,17,6,161214,No,,A101,45000
EMP1316,43,Female,Sales,Sales Executive,,14,6,6,,2,3,No,24,,,Yes,,,Thirty Thousand
EMP1317,22,Male,Marketing,SEO Specialist,Master's,0,0,0,3,3,2,No,34,1,33319,No,,B202,
EMP1318,47,Female,IT,Data Scientist,Master's,11,11,3,2,3,3,No,22,1,103445,No,Check Later,B202,Thirty Thousand
EMP1319,22,Male,Sales,Sales Manager,MBA,0,0,0,3,2,2,No,10,9,35317,Yes,,??,Not Available
EMP1320,46,Male,Customer Support,Support Executive,MBA,8,3,1,3,2,4,No,8,6,108241,Yes,N/A,??,
EMP1321,37,Male,Sales,Business Development Executive,Bachelor's,7,4,4,4,4,5,No,21,8,81044,No,Good,A101,Not Available
EMP1322,60,female,Customer Support,Support Executive,MBA,22,2,2,3,2,5,No,37,10,207811,No,,,Thirty Thousand
EMP1323,53,Female,Marketing,Digital Marketing Manager,Diploma,31,8,0,1,1,3,Yes,7,8,163578,Yes,Check Later,,
EMP1324,29,Male,Finance,Accountant,Master's,1,1,0,4,3,3,No,26,6,41164,No,Check Later,999X,Thirty Thousand
EMP1325,59,Female,HR,HR Executive,Master's,12,8,4,5,4,5,No,13,10,124178,No,N/A,999X,Not Available
EMP1326,49,male,Marketing,SEO Specialist,Master's,27,6,5,3,3,2,Yes,16,7,204479,No,N/A,??,Not Available
EMP1327,46,Male,HR,HR Executive,Bachelor's,17,1,1,4,2,4,Yes,30,9,132250,Yes,Good,??,45000
EMP1328,55,Female,Finance,Accountant,MBA,14,6,0,3,3,3,No,31,2,146150,No,Good,??,45000
EMP1329,45,Male,Sales,Business Development Executive,Bachelor's,3,2,1,5,4,3,Yes,5,0,43953,No,,A101,Thirty Thousand
EMP1330,44,Male,HR,HR Executive,Diploma,16,15,13,5,4,3,No,32,6,99718,Yes,,A101,
EMP1331,33,Female,IT,Data Scientist,Master's,4,0,0,3,3,2,Yes,16,7,57435,No,Pending,B202,Thirty Thousand
EMP1332,27,Male,IT,Software Engineer,Bachelor's,5,4,0,4,3,4,No,9,1,67755,No,N/A,??,45000
EMP1333,56,Female,Customer Support,Support Executive,MBA,15,11,2,5,3,3,No,22,8,152244,Yes,,A101,Not Available
EMP1334,40,male,Marketing,Marketing Executive,Bachelor's,8,2,1,3,1,3,No,40,3,71311,No,Pending,A101,Not Available
EMP1335,21,Male,Finance,Financial Analyst,Bachelor's,0,0,0,3,3,2,No,37,9,32848,No,,,Not Available
EMP1336,28,Female,Customer Support,Support Executive,MBA,1,1,0,4,3,5,No,14,10,59272,No,Check Later,B202,Not Available
EMP1337,36,Male,Marketing,Digital Marketing Manager,Bachelor's,7,3,2,2,4,3,No,16,8,66629,No,N/A,??,Not Available
EMP1338,34,F,Marketing,SEO Specialist,Bachelor's,1,0,0,3,2,3,No,20,2,39244,No,N/A,??,
EMP1339,32,Female,Customer Support,Support Executive,,0,0,0,,1,3,No,15,,,No,Check Later,999X,45000
EMP1340,43,female,Operations,Operations Executive,Bachelor's,17,5,2,4,3,3,Yes,26,10,121268,No,,999X,
EMP1341,35,Female,Marketing,Digital Marketing Manager,Master's,6,3,1,3,3,2,No,9,1,73559,Yes,N/A,B202,
EMP1342,48,Male,Operations,Operations Manager,Bachelor's,3,0,0,2,4,4,No,1,2,52006,No,,,
EMP1343,54,Female,IT,Data Scientist,MBA,25,17,14,3,2,2,Yes,35,0,220244,Yes,,B202,
EMP1344,22,F,IT,Data Scientist,MBA,0,0,0,3,2,2,Yes,20,4,41743,No,Check Later,,
EMP1345,52,Female,Marketing,Digital Marketing Manager,Master's,4,2,0,2,3,4,Yes,6,3,65431,No,N/A,??,Thirty Thousand
EMP1346,43,female,IT,Data Scientist,Diploma,15,8,2,4,3,3,No,10,0,92406,No,Check Later,A101,
EMP1347,42,M,Finance,Finance Manager,MBA,2,0,0,3,4,3,No,33,9,56151,No,Check Later,999X,Not Available
EMP1348,45,Male,Operations,Operations Manager,Master's,17,7,5,3,3,3,Yes,16,8,149558,No,N/A,A101,45000
EMP1349,42,Male,Operations,Operations Executive,Master's,20,12,1,3,4,3,No,36,5,162991,No,Good,999X,Not Available
EMP1350,42,Female,Marketing,Marketing Executive,Bachelor's,13,10,6,5,3,4,No,6,5,104623,Yes,,A101,45000
EMP1351,26,Female,IT,Data Analyst,MBA,0,0,0,3,4,4,Yes,19,10,47057,No,Good,B202,Not Available
EMP1352,35,female,HR,HR Executive,Master's,0,0,0,1,3,4,No,31,1,42194,Yes,N/A,999X,
EMP1353,57,M,Customer Support,Support Executive,Diploma,24,11,3,1,4,4,No,2,6,136665,Yes,Pending,,Thirty Thousand
EMP1354,53,Female,Customer Support,Support Executive,,20,13,8,,2,3,No,18,,,No,Check Later,??,45000
EMP1355,28,Male,Operations,Operations Manager,MBA,0,0,0,4,3,3,Yes,28,5,47548,No,Check Later,A101,
EMP1356,25,female,Marketing,SEO Specialist,Diploma,2,0,0,3,2,3,Yes,4,10,37389,No,Good,B202,45000
EMP1357,59,Male,Marketing,Digital Marketing Manager,PhD,16,3,1,3,3,3,Yes,1,7,181082,No,Check Later,,
EMP25001,Unknown,Unknown,Unknown,Unknown,Master's,1,0,0,1,3,5,No,16,4,52789,No,Good,999X,Thirty Thousand
EMP1359,26,Female,Sales,Sales Executive,Master's,4,0,0,3,2,4,No,2,1,69998,No,,A101,Not Available
EMP1360,52,Female,Sales,Sales Executive,Bachelor's,19,9,9,3,4,2,No,36,3,129808,No,Check Later,B202,
EMP1361,50,Male,Operations,Operations Manager,Bachelor's,18,3,0,2,2,1,Yes,1,0,118561,Yes,Check Later,B202,
EMP1362,55,Female,Customer Support,Support Executive,MBA,12,3,2,2,4,1,Yes,39,0,116259,Yes,N/A,A101,Thirty Thousand
EMP1363,60,Female,Finance,Accountant,Bachelor's,17,8,7,2,4,3,No,23,5,123290,Yes,Check Later,,
EMP1364,36,Female,Finance,Financial Analyst,Master's,6,4,2,2,1,2,No,26,1,72090,Yes,Good,999X,45000
EMP1365,33,Male,Finance,Accountant,,0,0,0,,3,3,No,11,,,No,,A101,45000
EMP1366,50,male,Operations,Operations Manager,Diploma,6,3,2,2,2,5,No,1,0,63065,No,Pending,999X,45000
EMP1367,39,M,Sales,Sales Executive,Diploma,7,2,0,3,1,4,Yes,11,10,60054,No,N/A,??,Not Available
EMP1368,37,Male,Customer Support,Support Executive,Bachelor's,1,1,1,2,3,3,Yes,24,9,42216,Yes,Good,A101,Not Available
EMP1369,39,Male,Finance,Accountant,PhD,8,1,1,5,4,3,Yes,10,2,110789,No,,??,45000
EMP1370,48,Male,Customer Support,Support Executive,Bachelor's,0,0,0,5,1,3,Yes,14,8,35558,No,Pending,A101,Thirty Thousand
EMP1371,46,Female,IT,Data Scientist,Bachelor's,21,11,6,2,3,4,Yes,14,1,145414,Yes,,B202,
EMP1372,57,Female,Marketing,SEO Specialist,Bachelor's,16,15,12,3,3,4,Yes,7,7,123129,No,Pending,,Thirty Thousand
EMP1373,46,Female,Marketing,Marketing Executive,Bachelor's,18,4,0,2,4,5,Yes,23,5,135513,Yes,Pending,999X,Thirty Thousand
EMP1374,43,Male,Customer Support,Support Executive,Bachelor's,5,3,2,3,1,3,Yes,22,5,55892,Yes,Check Later,A101,Not Available
EMP1375,29,Female,HR,HR Executive,MBA,2,0,0,1,3,4,No,36,6,64985,No,Good,,45000
EMP1376,32,Female,HR,Recruiter,Bachelor's,7,3,2,4,3,2,Yes,27,4,65722,Yes,,??,Not Available
EMP1377,21,Female,Operations,Operations Manager,Bachelor's,0,0,0,3,3,3,No,2,10,37292,No,,,
EMP1378,21,F,Operations,Operations Manager,Diploma,0,0,0,5,4,3,No,39,3,22454,Yes,Pending,999X,Thirty Thousand
EMP1379,54,Male,Marketing,Digital Marketing Manager,PhD,19,10,6,2,4,3,No,19,5,198417,No,N/A,B202,45000
EMP1380,52,Female,IT,Data Analyst,Bachelor's,24,8,7,5,1,4,No,7,7,167323,Yes,Good,??,Not Available
EMP1381,45,Female,Sales,Sales Executive,Diploma,3,1,1,4,3,3,Yes,12,3,43705,No,Check Later,??,
EMP1382,60,Female,Sales,Sales Executive,Master's,9,1,0,2,3,2,No,3,4,91541,No,Check Later,999X,Not Available
EMP1383,21,male,Operations,Operations Manager,Master's,0,0,0,3,3,1,No,5,6,28773,Yes,N/A,B202,45000
EMP1384,36,Female,IT,Software Engineer,Bachelor's,9,8,5,2,3,1,No,8,5,74859,No,Good,B202,Not Available
EMP1385,59,F,Operations,Operations Manager,Bachelor's,23,2,1,3,3,1,Yes,14,3,144889,No,Good,B202,
EMP1386,25,Male,Sales,Sales Executive,Master's,0,0,0,3,3,2,Yes,36,3,29584,No,Good,B202,45000
EMP1387,42,Male,Customer Support,Support Executive,Bachelor's,10,3,1,4,4,3,Yes,7,9,82360,No,,A101,
EMP1388,49,male,Operations,Operations Manager,MBA,26,16,3,3,1,3,No,7,3,233450,Yes,Check Later,A101,
EMP1389,23,Female,Finance,Accountant,Master's,1,1,0,5,4,5,No,32,0,49282,No,Good,,45000
EMP1390,32,Male,Customer Support,Support Executive,Bachelor's,9,0,0,2,3,3,Yes,8,4,81983,No,,A101,Thirty Thousand
EMP1391,46,Male,Operations,Operations Executive,Bachelor's,16,16,8,5,3,2,No,12,7,112069,No,N/A,,
EMP1392,36,Male,Marketing,Digital Marketing Manager,Bachelor's,6,0,0,2,4,3,No,10,6,62444,No,Pending,A101,Thirty Thousand
EMP1393,57,M,Operations,Operations Executive,Master's,15,10,6,4,3,5,No,14,4,142538,Yes,,999X,45000
EMP1394,42,Male,Marketing,Digital Marketing Manager,Bachelor's,2,0,0,3,3,4,No,9,2,46145,No,,B202,Thirty Thousand
EMP1395,49,Male,IT,Data Analyst,Bachelor's,25,4,1,2,3,3,No,38,10,168102,No,Check Later,??,Not Available
EMP1396,34,Male,Sales,Sales Executive,Master's,7,0,0,5,3,3,Yes,30,0,84975,Yes,Good,B202,45000
EMP1397,48,Female,Customer Support,Support Executive,PhD,11,2,2,3,4,4,No,5,6,145730,Yes,N/A,??,Not Available
EMP1398,25,Male,Customer Support,Support Executive,Bachelor's,2,2,2,4,4,4,Yes,1,10,47702,No,N/A,??,
EMP1399,50,Female,HR,Recruiter,MBA,16,8,8,4,2,4,No,1,2,164232,No,N/A,??,
EMP1400,25,Male,HR,HR Executive,Bachelor's,0,0,0,3,2,5,No,20,3,36425,No,Check Later,B202,
EMP1401,32,female,Sales,Sales Manager,Diploma,1,1,1,3,3,5,No,11,4,35610,No,,??,Thirty Thousand
EMP1402,36,Male,HR,Recruiter,Bachelor's,10,1,0,4,1,3,No,26,7,85170,No,N/A,,45000
EMP1403,46,Female,Customer Support,Support Executive,Bachelor's,3,3,0,1,3,3,Yes,3,6,43629,No,Check Later,??,Thirty Thousand
EMP1404,46,M,Operations,Operations Executive,Bachelor's,15,0,0,4,2,4,Yes,6,8,120958,No,Pending,B202,
EMP1405,41,Female,IT,Data Scientist,Diploma,16,1,1,5,3,4,No,11,10,105806,No,,A101,Not Available
EMP1406,59,Female,IT,System Administrator,MBA,31,13,13,1,1,1,Yes,8,2,260996,Yes,Pending,B202,45000
EMP1407,56,Male,Sales,Sales Manager,MBA,5,5,4,2,3,5,No,29,10,85921,No,Good,A101,Not Available
EMP1408,53,Male,HR,Recruiter,Master's,23,0,0,4,3,2,Yes,10,9,176509,No,Check Later,A101,Not Available
EMP1409,50,Female,Operations,Operations Executive,Bachelor's,26,25,17,3,3,3,Yes,34,0,171619,Yes,Good,,45000
EMP1410,57,F,IT,Data Scientist,Diploma,19,15,15,3,4,5,Yes,24,0,121239,Yes,N/A,A101,45000
EMP1411,43,Female,IT,Software Engineer,Diploma,1,0,0,2,4,3,No,17,9,34715,Yes,N/A,??,Thirty Thousand
EMP1412,30,Female,Finance,Finance Manager,Master's,8,7,3,3,3,3,No,32,0,87259,No,N/A,,45000
EMP1413,25,male,Finance,Finance Manager,,3,2,1,,1,2,Yes,11,,,Yes,Good,,45000
EMP1414,56,Female,Customer Support,Support Executive,Bachelor's,2,2,0,3,4,3,Yes,34,1,40170,No,Good,A101,
EMP1415,54,Male,IT,Software Engineer,Diploma,19,14,3,4,4,2,No,24,6,114230,No,,A101,
EMP1416,51,Female,Sales,Sales Executive,Bachelor's,5,2,1,3,4,3,Yes,5,8,61055,No,Check Later,B202,
EMP1417,30,F,Marketing,SEO Specialist,Bachelor's,6,1,1,3,2,3,No,29,7,64567,No,Good,??,Thirty Thousand
EMP1418,39,Male,Marketing,Marketing Executive,Bachelor's,0,0,0,5,4,5,No,34,3,43362,No,N/A,,
EMP1419,52,Female,Operations,Operations Executive,Master's,22,1,1,4,2,5,No,16,1,181042,No,,B202,45000
EMP1420,21,Male,IT,System Administrator,Master's,0,0,0,5,3,2,No,25,2,29312,No,Check Later,A101,45000
EMP1421,25,Female,IT,Software Engineer,Diploma,0,0,0,3,4,4,No,37,9,34485,No,,B202,
EMP1422,24,Male,Customer Support,Support Executive,,0,0,0,,2,2,No,8,,,No,,,
EMP1423,36,Female,IT,Data Scientist,,5,2,2,,4,1,No,29,,,No,,A101,Thirty Thousand
EMP1424,44,male,Sales,Business Development Executive,Bachelor's,12,9,9,2,3,2,No,25,7,94753,Yes,Pending,B202,45000
EMP1425,36,Male,Finance,Accountant,Diploma,1,0,0,2,4,5,Yes,23,2,38087,Yes,N/A,A101,Not Available
EMP1426,22,Female,IT,Data Analyst,Bachelor's,0,0,0,3,2,5,No,34,8,44151,No,Check Later,A101,Not Available
EMP25002,Unknown,Unknown,Unknown,Unknown,Diploma,14,6,0,5,4,2,Yes,3,9,90827,No,,,45000
EMP1428,52,M,Customer Support,Support Executive,,14,0,0,,1,2,No,30,,,No,Good,A101,Not Available
EMP1429,47,Male,HR,HR Executive,MBA,12,7,7,4,3,3,No,34,9,132313,No,,B202,
EMP25003,Unknown,Unknown,Unknown,Unknown,Bachelor's,13,11,11,4,3,3,Yes,32,7,104461,Yes,Good,,Thirty Thousand
EMP1431,44,Male,Customer Support,Support Executive,Bachelor's,21,3,2,4,3,3,Yes,29,0,142097,No,,999X,Not Available
EMP1432,32,F,Sales,Sales Executive,,6,5,4,,2,3,No,9,,,No,,A101,Not Available
EMP1433,55,M,Operations,Operations Executive,,30,30,21,,3,4,No,2,,,No,Good,??,
EMP1434,53,Female,IT,Data Scientist,MBA,23,20,2,3,2,3,No,39,5,204040,Yes,Pending,,45000
EMP1435,53,female,Customer Support,Support Executive,MBA,26,9,1,1,3,5,No,7,1,241854,No,Good,??,Thirty Thousand
EMP1436,57,Female,Customer Support,Support Executive,Diploma,30,28,14,5,2,4,Yes,5,6,161826,Yes,,??,Not Available
EMP1437,32,Female,HR,Recruiter,Master's,9,0,0,2,4,3,No,8,4,97615,No,Check Later,??,Not Available
EMP1438,23,Male,Customer Support,Support Executive,Bachelor's,1,1,0,1,1,4,No,32,9,39958,Yes,Good,999X,45000
EMP1439,21,male,Marketing,Marketing Executive,,0,0,0,,2,4,No,18,,,No,Pending,A101,
EMP1440,53,Male,Operations,Operations Manager,Bachelor's,16,0,0,3,2,3,Yes,38,10,118247,Yes,Check Later,,
EMP1441,60,female,IT,Data Scientist,PhD,13,0,0,4,3,3,No,18,5,153039,No,N/A,,Thirty Thousand
EMP1442,30,female,IT,System Administrator,Master's,7,1,1,3,2,5,Yes,16,10,85437,No,Good,A101,
EMP1443,49,male,HR,Recruiter,Bachelor's,3,0,0,3,3,2,Yes,21,5,43734,No,Pending,,Thirty Thousand
EMP1444,33,Male,Sales,Business Development Executive,Bachelor's,9,6,5,3,4,1,No,10,9,70767,No,,,45000
EMP1445,32,Male,IT,Data Scientist,PhD,7,6,0,3,3,3,Yes,4,7,106879,Yes,,999X,Thirty Thousand
EMP1446,51,Male,Marketing,Digital Marketing Manager,MBA,12,3,0,3,3,4,Yes,8,9,134249,No,N/A,B202,45000
EMP1447,22,Female,IT,Data Analyst,Diploma,0,0,0,4,1,4,No,19,3,33334,No,Check Later,??,
EMP1448,55,Male,Marketing,Marketing Executive,Master's,26,14,10,3,3,5,No,40,9,212167,No,,,45000
EMP1449,43,F,Operations,Operations Executive,Bachelor's,19,12,6,5,2,3,No,40,7,135942,Yes,N/A,A101,Not Available
EMP1450,37,Female,Operations,Operations Manager,Diploma,1,1,0,1,4,2,No,9,8,30966,No,Check Later,,Thirty Thousand
